userName,score,at,content
Pengguna Google,4,2023-02-12 12:38:24,Rekomen bgt
Pengguna Google,5,2023-02-12 08:06:46,"udah download app ini dari tahun 2018an, dan ngebantu banget ngontrol makanan. usernya juga ramah, berbagi tips sama motivasi hidup sehat gituu"
Pengguna Google,5,2023-02-11 22:24:57,"Bagus, berguna banget"
Pengguna Google,5,2023-02-10 07:10:30,Sangat bagus
Pengguna Google,5,2023-02-09 06:51:32,Puas
Pengguna Google,5,2023-02-08 12:24:15,Ngebantu banget buat ngehitung kalori harian tanpa ribet dan pastinya tepat
Pengguna Google,5,2023-02-06 18:33:14,Apk yang sangat membantu
Pengguna Google,3,2023-02-06 12:56:22,tolong dong di updet fariasi makanan dan jumlah kalorinya. masa saya download dari 2020 sampe sekarang sama aja
Pengguna Google,5,2023-02-05 09:41:49,Membantu sekali untuk mengatur pola makan defisit kalori..
Pengguna Google,4,2023-02-05 04:30:18,Jempol dah Abis
Pengguna Google,4,2023-02-04 20:10:04,"Terimakasih,Sangat membantu"
Pengguna Google,5,2023-02-03 19:42:26,Sangat membantu
Pengguna Google,3,2023-02-03 17:05:32,Love this community.. But my comment mostly error
Pengguna Google,4,2023-02-02 15:55:53,Apknya sudah bagus tapi yang jadi minusnya itu untuk scan barcodenya. Susah buat scannya ga langsung connect scannya
Pengguna Google,5,2023-02-02 14:53:43,Aplikasi ini sangat membantu bagi kita yang ingin defisit kalori.
Pengguna Google,5,2023-02-02 14:05:38,"Cinta banget, ngebantu bgt buat yg lagi defkal"
Pengguna Google,5,2023-01-31 03:48:40,Mqntap
Pengguna Google,5,2023-01-30 04:25:15,Sangat membantu mengatur makan
Pengguna Google,5,2023-01-29 08:43:52,Bagus aplikasi nya... Tapi kok di kegiatan dan latihan tidak ada futsal nya ???
Pengguna Google,5,2023-01-26 05:24:22,Sangat membantu dlm menghitung kalori sehingga makan lbh terkontrol
Pengguna Google,5,2023-01-25 19:02:21,"Bagus sekali, sangat membantu dalam diet saya dan peningkatan pola hidup sehat"
Pengguna Google,5,2023-01-24 17:27:06,Aplikasi bagus sih..cuma klo mau ke premium mikir2 dulu saya
Pengguna Google,5,2023-01-24 09:27:39,Terimakasih. Sangat membantu. Saya pakai apk ini alhamdulillah membantu saya mengatur defisit kalori saya🙏🙏
Pengguna Google,5,2023-01-23 16:45:11,sangat membantu menurunkn bb dari 89 skrng 83 kilo
Pengguna Google,5,2023-01-22 19:48:44,Luar biasa
Pengguna Google,5,2023-01-21 16:16:20,Kerenn
Pengguna Google,5,2023-01-20 20:51:00,Mantap
Pengguna Google,5,2023-01-20 11:53:34,Sangat membantu untuk mencatat kalori saat diet Informasi makanan yang ada cukup lengkap Dan bisa berbagi resep dan ide untuk makanan diet dgn pengguna lain
Pengguna Google,5,2023-01-19 06:54:17,bagus sangat membantu utk program dietku
Pengguna Google,5,2023-01-18 18:48:11,Dengan akun gratisan masih bisa dapat fungsi aplikasi yg lumayan lengkap
Pengguna Google,5,2023-01-17 09:46:19,Sangat membantu
Pengguna Google,5,2023-01-17 06:52:10,Membantu sekali
Pengguna Google,5,2023-01-15 17:35:09,Mudah digunakan trus di bimbing apa yg harus kita makan sampe mencapai defcal
Pengguna Google,5,2023-01-15 07:17:11,"Setiap diet selalu pake aplikasi ini, dulu sebelum nikah dan sekarang setelah melahirkan makan bener2 bisa terkontrol"
Pengguna Google,5,2023-01-14 20:54:44,"Kenapa nggak dari setahun lalu tahu app ini. Keren banget si, bisa monitor kebutuhan kalori harian ku."
Pengguna Google,5,2023-01-14 09:13:12,Keren
Pengguna Google,5,2023-01-14 07:27:36,Membantu sekali dlm diet defisit kalori
Pengguna Google,5,2023-01-12 13:23:06,"Banyak membantu untuk melaksanakan diet, terutama defisit kalori. Data kadar gizi makanan pun cukup lengkap."
Pengguna Google,5,2023-01-12 12:28:20,Jatuh cinta sama aplikasi ini
Pengguna Google,5,2023-01-10 23:30:27,Recommended bgt utk yg mau defkall tanpa tersiksa diet ketat ..
Pengguna Google,5,2023-01-09 11:05:25,Saya masih bingung cara penggunaan aplikasi ini gmna ya ?
Pengguna Google,4,2023-01-09 10:25:13,Aplikasi yang bagus untuk memantau pola makan kita.semangat sehat selalu!!
Pengguna Google,3,2023-01-08 22:31:59,"Saya sudah langganan premium fat secret min. Mau tanya, Apa jadwal makanan hanya untuk 7 hari saja? Apa tidak bisa 1/3 bln? Jika saya ingin makan makanan gizi seimbang masa hanya cuman bisa 7 hari? Saya rugi dong min. Yang saya butuh jadwal makanan tiap minggu itu berbeda. Apa bisa? Tolong jawab. Terima Kasih."
Pengguna Google,5,2023-01-05 20:02:13,"The best , sangat membantu untuk defisit kalori"
Pengguna Google,5,2023-01-05 11:44:22,Mantap sangat membantu
Pengguna Google,5,2023-01-03 15:44:46,Kereenn sangat membantu sekali program diet
Pengguna Google,5,2023-01-03 08:11:36,Very helpful
Pengguna Google,5,2023-01-01 09:32:06,"Aplikasi nya bagus,sangat membantu mengontrol pola makan yg mau hidup sehat."
Pengguna Google,5,2023-01-01 09:19:43,Alhamdulillah aplikasi pembantu turun 15KG
Pengguna Google,4,2022-12-31 13:40:52,"Sangat membantu dalam mengontrol makanan saat diet,jd tdk lapar tapi juga tdk kalap. Semangat pejuang diet"
Pengguna Google,5,2022-12-31 11:12:16,Helpfull
Pengguna Google,5,2022-12-31 09:33:37,sangat membantu dalam perjalanan diet saya
Pengguna Google,4,2022-12-30 17:36:10,Ngebantu banget ngontrol kebutuhan kalori harian
Pengguna Google,5,2022-12-30 10:51:25,Keren bet anjayyyyyyy
Pengguna Google,4,2022-12-28 21:25:37,keren tapi makanannya kurang lengkap
Pengguna Google,5,2022-12-28 06:12:07,Bagus
Pengguna Google,5,2022-12-28 05:40:43,"Bagus , membantu sekali, banyak temem jadinya pake apk ini. Thanks"
Pengguna Google,4,2022-12-27 19:24:05,Baguss
Pengguna Google,5,2022-12-27 11:17:14,Baguss buat mengontrol kalori harian
Pengguna Google,3,2022-12-25 21:37:26,Nggak bisa login/daftar
Pengguna Google,5,2022-12-25 06:02:00,"Bismillah mau coba hidup sehat lagi, bukan untuk diet atau tambah berat badan, tapi untuk tahu sejauh mana input kalori yang dikonsumsi, Thx fat secret"
Pengguna Google,5,2022-12-24 20:27:40,Bgs.
Pengguna Google,5,2022-12-24 14:06:19,Gw rajin bgt pake fatsecret.. Ngingetin aja kalau jatah per hari udh mau abis
Pengguna Google,5,2022-12-23 09:22:33,Bgs bngt jadi lebih bisa kontrol pola makan
Pengguna Google,5,2022-12-22 05:16:31,"Mantap, membantu banget dalam tracking apa yg kita makan..."
Pengguna Google,1,2022-12-21 16:56:28,Aplikasinya keluar² truss Ngk bisa login
Pengguna Google,5,2022-12-20 11:36:04,"Terima kasih untuk developer fatsecret, sangat terbantu saat saya menghitung menu harian saya , sangat terbantu untuk keperluan diet saya dan juga saya sangat menginginkan untuk menambahkan fitur olahraga apa aja yang cocok untuk orang yang mau memulai diet yang overweight tp selebihnya cukup bagus dan saya berharap lebih berkembang lagi dan lebih lengkap lagi fitur fitur di fatsecret terima kasih"
Pengguna Google,5,2022-12-19 10:25:42,Keceeee
Pengguna Google,5,2022-12-19 07:40:03,Aplikasi yang recommended banget
Pengguna Google,5,2022-12-17 17:44:33,Keren nih aplikasi
Pengguna Google,5,2022-12-17 13:27:12,Doing great!
Pengguna Google,5,2022-12-16 19:30:30,Biaya langganan seharusnya bisa lebih murah
Pengguna Google,5,2022-12-16 02:36:48,Pakai sejak awal 2019. Membantu banget untuk track kalori harian.
Pengguna Google,5,2022-12-12 06:56:21,Sangat membantu
Pengguna Google,5,2022-12-11 09:06:03,"Suka bangettt. Makasih fat secret, terus berkembang ya"
Pengguna Google,5,2022-12-10 08:37:42,Sangat membantu dlm diet saya
Pengguna Google,5,2022-12-10 07:22:39,Mantap bagus
Pengguna Google,5,2022-12-09 12:43:46,Good
Pengguna Google,5,2022-12-08 19:19:28,Sangat membantu
Pengguna Google,5,2022-12-08 10:27:14,"Aplikasi yang bagus, membantu mengatur kebutuhan kalori dan pola hidup sehat"
Pengguna Google,5,2022-12-07 12:08:41,Sangat membantu ku buat progres diet.. kalori harian benar2 trjaga
Pengguna Google,5,2022-12-07 06:24:51,Ok banget
Pengguna Google,5,2022-12-06 17:22:59,Nice
Pengguna Google,5,2022-12-06 06:10:39,Sangat membantu untuk lebih menghitung kalori
Pengguna Google,5,2022-12-05 11:41:56,Mantap
Pengguna Google,5,2022-12-05 05:36:07,Bintang 5
Pengguna Google,5,2022-12-04 18:28:01,"bagus apps nya ada update status juga bisa liat perkembangan sesama pejuang diet,, isi komunitas juga bagus pada support satu sama lain.. saran tambah fitur chatnya pake @ biar gampang balas chatnya, sama tabah buat jurnal ngukur lingkar tubuh donk buat yg gratis jadi biar tau perkembangannya selain berat badan"
Pengguna Google,5,2022-12-04 16:58:23,mantul
Pengguna Google,5,2022-12-02 08:18:27,kakangku
Pengguna Google,5,2022-12-01 22:26:43,Aplikasi nya keren bisa hitung kalori jd semangat DIEt nya
Pengguna Google,5,2022-11-30 13:47:34,Sangat membantu DIET
Pengguna Google,5,2022-11-29 09:57:09,Membantu banget si
Pengguna Google,5,2022-11-28 18:46:35,Sangat menyenangkan
Pengguna Google,5,2022-11-28 08:54:15,"Best lah,sangat membantu diet saya"
Pengguna Google,5,2022-11-27 23:03:39,"Sangat menarik & membantu mengontrol kalori tiap harinya., Tentunya sangat bermanfaat untuk program diet atau untuk kenaikan/penurunan BB., Sudah terdaftar banyak makanan/minuman dengan nilai kkal nya 🤗"
Pengguna Google,5,2022-11-27 10:00:43,terimakasih
Pengguna Google,5,2022-11-26 20:26:36,Good
Pengguna Google,5,2022-11-25 18:24:20,Saaaangat membantu appsnya
Pengguna Google,5,2022-11-23 12:14:40,Bagus buat hitung call
Pengguna Google,5,2022-11-21 06:18:13,Sangat membantu untuk program diet defisit kalori.
Pengguna Google,5,2022-11-20 06:45:00,Membantu sekali dlm defkal
Pengguna Google,5,2022-11-18 07:26:11,"aplikasinya sangat mudah digunakan, tidak banyak iklan dan sangat membantu. cuma agak kurang di pencarian menu yang belum komplit, tapi selain itu udh baguss!"
Pengguna Google,5,2022-11-17 09:10:13,Good
Pengguna Google,4,2022-11-16 05:51:23,Semoga bisa lebih akurat dalam menghitung kebutuhan kalorinya 🙏
Pengguna Google,5,2022-11-15 16:00:42,Kerna
Pengguna Google,5,2022-11-15 13:15:58,Bagus
Pengguna Google,5,2022-11-15 12:39:08,Mantep
Pengguna Google,5,2022-11-14 05:47:27,Bagud untuk membantu kontrol kalori.
Pengguna Google,5,2022-11-13 20:03:38,Bagus bgt
Pengguna Google,5,2022-11-13 09:57:21,"Sangat membantu. Terutama untuk yang defisit kalori. Aplikasi mudah digunakan, apalagi tanpa iklan yang sliweran. Semoga kedepannya tidak berubah 👍"
Pengguna Google,5,2022-11-13 08:27:16,apk ini sangat membantu program diet
Pengguna Google,5,2022-11-11 18:44:55,Bagus banget apps nya. Terima kasih. Aplikasi ini gratis dan ada fitur berbayar untuk advance nya. Tapi yang versi gratis juga sudah bagus sih.
Pengguna Google,5,2022-11-11 06:35:57,Sangat membantu😘
Pengguna Google,5,2022-11-11 04:15:16,Good apk
Pengguna Google,5,2022-11-10 23:31:36,Bagus sgt membantu kontrol kalori
Pengguna Google,5,2022-11-10 11:46:50,App yg bagus bgt.. Membantu bgt utk sy yg lg defkal + IF 😍😍
Pengguna Google,5,2022-11-08 06:30:50,Sangat membantu
Pengguna Google,1,2022-11-07 06:04:19,"SAYA KASIH BINTANG SATU KARENA PILIHAN PREMIUM PEMBAYARAN APLIKASI TIDAK ADA FITUR SEKALI BAYAR UNTUK SEUMUR HIDUP PEMAKAIAN, KECEWA AKU, KARENA KALAU BERLANGGANAN MAHAL HARUS TIAP HARI/MINGGU/BULAN DI BAYAR TERUS. HARUSNYA ADA FITUR SEKALI BAYAR PAKAI APLIKASI SEUMUR HIDUP. TOLONG SEMOGA ADA PILIHAN FITUR SEKALI BAYAR UNTUK PAKAI APLIKASINYA SEUMUR HIDUP."
Pengguna Google,5,2022-11-06 09:39:02,bagus bgt
Pengguna Google,5,2022-11-05 12:06:30,good aps
Pengguna Google,4,2022-11-05 06:26:32,Sangat membantu program diet
Pengguna Google,5,2022-11-05 05:33:15,Aplikasi ini menemani saya selama ini ini... walaupun belum mencapai body goal tapi Alhamdulillah bisa atur pola makan. Temen seperjuangan pun banyak jadi gak bakal merasa sendirian.. aplikasi TOP 👍👍👍
Pengguna Google,5,2022-11-04 20:04:15,Membantu menghitung kalori secara pas dan mudah 🥰
Pengguna Google,5,2022-11-04 19:30:16,Alpikasi yang sangat bangus
Pengguna Google,5,2022-11-04 06:38:36,Bagus
Pengguna Google,5,2022-11-04 06:31:26,Aplikasi yang sangat membantu dalam program dietku❤️🤌
Pengguna Google,4,2022-11-04 03:59:52,Aplikasi yg bagus
Pengguna Google,5,2022-11-03 05:37:34,Bagus membantu
Pengguna Google,5,2022-11-03 00:09:32,Good
Pengguna Google,5,2022-11-01 13:41:54,Complex
Pengguna Google,5,2022-11-01 07:22:35,Aplikasi bagus
Pengguna Google,5,2022-10-31 15:40:18,Sangat membantu
Pengguna Google,5,2022-10-31 09:08:58,Sangat membantu yg inget diet.. Jdi klo makan sesuatu mikir dlu.. Liat dlu berat kalori nya.. Thanks
Pengguna Google,5,2022-10-30 22:50:59,Sangat berguna
Pengguna Google,5,2022-10-30 07:36:35,"Sangat membantu diet aku,,alhamdulillah turun pesat cuma pakai aplikasi ini"
Pengguna Google,5,2022-10-29 12:42:53,👍🏻👍🏻👍🏻
Pengguna Google,5,2022-10-29 09:42:17,Aplikasi terbaik buat diet.
Pengguna Google,5,2022-10-28 11:39:04,ngebantu banget buat ngitung kalori harian
Pengguna Google,1,2022-10-27 19:45:04,"G ada senjata,elite pass g ada..burik🖕🖕🖕"
Pengguna Google,5,2022-10-27 08:18:56,"Suka banget sama aplikasi ini, menemani perjalanan Kalori Devisit aku, manfaat baik nya banyak banget, free lagi. Buat yang pemula seperti aku bener2 berasa manfaat baik nya 🙏❤ terimakasi"
Pengguna Google,5,2022-10-25 05:31:07,"sangat baik untuk melakukan diet, rekomen:)"
Pengguna Google,5,2022-10-24 08:58:06,good
Pengguna Google,5,2022-10-24 06:23:24,Sangat membantu
Pengguna Google,5,2022-10-23 07:20:49,"Bagus, berguna utk yg sedang melakukan diet. Cukup mahal untuk versi premium"
Pengguna Google,5,2022-10-20 13:39:12,Lebih membantu mengontrol kalori harian
Pengguna Google,4,2022-10-18 05:02:04,"Sangat puas,, daftar makanan pun lengkap"
Pengguna Google,5,2022-10-17 01:01:59,Alhamdulillah semenjak saya pakai aplikasi ini jadi terjamin keluar masuk nya kalori. Jadi diet GK bingung dan GK takut gagal trimakasih 🙏😁😁
Pengguna Google,4,2022-10-16 15:21:28,Membantu saya
Pengguna Google,5,2022-10-14 12:56:43,Sejuah ini bisa ngontrol
Pengguna Google,5,2022-10-14 06:53:18,Bagus.. berat badanku juga turun perlahan. Makasih
Pengguna Google,5,2022-10-13 19:49:26,guud
Pengguna Google,3,2022-10-13 15:44:55,Masih dalam proses kalau berhasil bintang 5 okeyy
Pengguna Google,5,2022-10-12 17:58:02,sangat bermanfaat apk nya . semoga dapat terus ditingkatkan kualitas dan fitur fiturnya . terimakasih ..
Pengguna Google,5,2022-10-12 17:23:47,"Ini cara,hitung kalori yg sedang kita makan gmana"
Pengguna Google,5,2022-10-09 21:10:05,Dari 2018 pake ini. Emang bikin semangat 🏋️
Pengguna Google,5,2022-10-09 20:18:21,Alapiyuuuuu... 😘😘😘😘
Pengguna Google,5,2022-10-09 06:19:34,Sangat berguna Terima kasih 😘💕😘💕😘💕
Pengguna Google,5,2022-10-07 10:16:26,"membantu sekali dalam program penurunan berat badan., thank you 💕💕"
Pengguna Google,5,2022-10-07 09:57:46,"Bagus banget, aplikasinya praktis gak kebanyakan iklan. Bisa berbayar dan bisa gratis. Tapi fasilitas gratisnya udah bagus kok untuk kalian yg mau diet defisit kalori."
Pengguna Google,5,2022-10-04 18:39:31,Ok
Pengguna Google,5,2022-10-03 12:37:34,"Coba lagi ,semoga sukses"
Pengguna Google,3,2022-10-01 22:29:07,Untuk data kacang hijau nya ga tepat
Pengguna Google,5,2022-09-30 14:55:30,Bagus banget sih untuk diet kalori. Bisa dihitung dan banyak bertukar cerita
Pengguna Google,5,2022-09-30 13:55:20,Ok
Pengguna Google,5,2022-09-29 19:44:47,Best
Pengguna Google,5,2022-09-29 12:24:13,TERIMAKASIH BUG NYA SUDAH DI BENAR KAN
Pengguna Google,5,2022-09-29 12:20:35,Sangat membantu motivasi penurunan berat badan saya
Pengguna Google,5,2022-09-29 11:09:12,😍😍😍
Pengguna Google,5,2022-09-28 10:51:10,aplikasi terbaikkkk
Pengguna Google,5,2022-09-27 19:05:40,"Kak tambahkan fitur ""tambah menu/resep"" buat anggota dong. Supaya kami bisa lihat resep yang dimakan oleh anggota lain. Soalnya banyak banget resep enak. Kalau bisa custom langsung oleh anggota tersebut kan bagus."
Pengguna Google,5,2022-09-26 22:36:06,"Love bgt, buat ngerem makan. Biasanya selalu bablas sekarang bisa defisit"
Pengguna Google,5,2022-09-26 20:29:03,Every summer time
Pengguna Google,5,2022-09-26 11:29:26,Mudah
Pengguna Google,5,2022-09-26 10:07:44,Sangat membantu mengatur kalori yang masuk
Pengguna Google,5,2022-09-24 07:28:46,Buat saya aplikasi ini Sangat membantu sekali
Pengguna Google,5,2022-09-24 05:18:50,"Bagus bgt, bisa membantu kontrol kalori harian nih"
Pengguna Google,5,2022-09-23 11:52:21,Sangat membantu program diet saya. Terimakasih sudah menciptakan aplikasi sebagus ini.
Pengguna Google,5,2022-09-23 06:59:23,Aplikasi ini gak ribet sangat mudah untuk dipahami
Pengguna Google,5,2022-09-22 06:57:05,mantaps❤️
Pengguna Google,5,2022-09-21 17:52:01,Sangat bermanfaat
Pengguna Google,5,2022-09-21 11:55:48,"Trimakasih buat aplikasi nya.sangat,membantu Dari sekian aplikasi.baru ini yang nyaman di aku"
Pengguna Google,5,2022-09-20 12:06:23,Suka bgttttt
Pengguna Google,5,2022-09-20 06:04:17,👍
Pengguna Google,5,2022-09-19 18:50:55,Yayaya
Pengguna Google,5,2022-09-18 23:45:34,Sangat terbantu
Pengguna Google,5,2022-09-16 06:06:05,"Terimakasih, membantu sekali buat defisit kalori^^"
Pengguna Google,5,2022-09-13 18:47:36,good 🤩👍
Pengguna Google,4,2022-09-12 19:48:47,Mau cek makanan selalu ke laporan terus
Pengguna Google,4,2022-09-11 14:25:13,Ngubah satuan lb jdi kg gmn ya
Pengguna Google,5,2022-09-10 12:12:42,"Sangat membantu diet saya. Kunci diet cuma 1, defisit kalori."
Pengguna Google,2,2022-09-10 06:50:27,"Kalau bisa fitur menghitung airnya di gratisin aja, fitur premiun di hapus aja. Kasian kami yg ingin menggunakan fitur tapi tidak bisa karna harus berbayar dengan harga yang mahal. Tolong adminnya untuk fitu airnya di gratisin aja"
Pengguna Google,5,2022-09-09 13:14:50,Membantu menghitung kalori harian sehingga memudahkan dlm mengontrol apa yang masuk keperut
Pengguna Google,5,2022-09-09 11:51:36,Ok
Pengguna Google,5,2022-09-09 10:04:42,Kerennnn
Pengguna Google,5,2022-09-09 05:22:28,"Keren aplikasinya, ga cuma ada jurnal catatan makanan, tapi banyak panduan/informasi lainnya, bisa melihat postingan teman2 juga, selain rincian kalori juga ada rincian nutriennya 👍"
Pengguna Google,5,2022-09-07 21:09:03,Sangat membantu untuk menghitung kebutuhan kalori
Pengguna Google,4,2022-09-06 14:26:27,Sangat membantu adek saya yang lagi proses penurunan bb
Pengguna Google,5,2022-09-05 15:03:00,Aplikasu yg sangat membantu
Pengguna Google,5,2022-09-05 12:43:38,Cukup membantu
Pengguna Google,5,2022-09-05 11:49:37,"Sangat membantu, baguss"
Pengguna Google,5,2022-09-04 07:35:21,tolong perbanyak lagi jenis makanan maupun cemilannya
Pengguna Google,5,2022-09-03 18:33:35,"Bagus sih cuma makanan yang bergoreng goreng kalorinya kurang lengkap 😜 kayak tahu goreng kalori di kemenkes 100 lebih kalo di FS cuma 35 atau 65 gitu wkwkwk cuma fersi yang gapake minyak wkwkkw, but semuanya oke sih. saran semoga tambah dibanyakin lagi ya kak perhitungan kalori sama nama nama makanan yang di pencarian mohon lebih dibanyakin lagi referensi pencarianyaa ❤thankyoou 😍"
Pengguna Google,5,2022-09-03 09:50:48,Panduan yg sangat mbantu
Pengguna Google,5,2022-09-02 21:53:35,"Very helpfull, thankyou so much"
Pengguna Google,5,2022-09-02 17:04:03,"Sangat membantu untuk menghitung kalori harian, terimakasih 🥰"
Pengguna Google,5,2022-09-01 21:31:20,Sangat membantu
Pengguna Google,5,2022-09-01 08:19:17,Cukup membantu
Pengguna Google,5,2022-09-01 08:02:57,Bagus membantu menghitung kalori harian
Pengguna Google,5,2022-08-31 21:57:19,Perbanyak menu dan akses gratis ...
Pengguna Google,5,2022-08-31 18:51:09,Saya suka
Pengguna Google,5,2022-08-31 12:36:29,Good
Pengguna Google,5,2022-08-31 06:32:43,Terima kasih sudah mmbantu dengan sangat mudah menghitung kalori
Pengguna Google,4,2022-08-30 08:22:01,Semoga opsi makanannya lebih lengkap
Pengguna Google,5,2022-08-30 06:18:15,"Apl yg membantu kita menghitung kalori yg kita makan, jadi berguna banget sih buat org2 pejuang defkal ❤️"
Pengguna Google,5,2022-08-29 16:00:29,Dengan adax app ini sungguh sangat membantu..love fs😘
Pengguna Google,5,2022-08-29 15:28:08,"Sangat membantu, yooo semangatt!!"
Pengguna Google,5,2022-08-29 11:25:44,Membantu saya menghitung kalori yang saya makan lebih mudah.... Saran saya akan lebih membantu jika memasukkan lebih banyak hitungan kalori masakan rumahan karena yang berdiet pasti akan lebih memilih masakan rumahan sehat... Terimakasih
Pengguna Google,3,2022-08-29 06:20:13,"It's hard to use, MFP is easier than this."
Pengguna Google,5,2022-08-28 15:06:26,Bagus
Pengguna Google,5,2022-08-27 07:14:34,Ngebantu bangett sukaak
Pengguna Google,5,2022-08-27 05:37:19,"Mantap, makasih buat yg udah nyiptain applikasi ini❤️❤️❤️ bb ku naik karna waktu pandemi, sekarang turun lagi😍😍😍"
Pengguna Google,5,2022-08-26 17:23:23,Good
Pengguna Google,5,2022-08-26 13:40:09,Sangat membantu saya dalam progam devisit kalori
Pengguna Google,5,2022-08-25 09:36:04,Sangat membantu cuman masih ada daftar makanan yg belum ada dalam menu jenis makanan.
Pengguna Google,1,2022-08-25 00:29:13,Masa nama anggota nya gabisa di tulis si. Gagal mulu
Pengguna Google,5,2022-08-24 12:20:15,Membantu program dietku
Pengguna Google,5,2022-08-23 06:37:45,Sangat membantu mengontrol progress diet ^^
Pengguna Google,5,2022-08-22 19:22:36,Membantu banget
Pengguna Google,5,2022-08-21 19:23:25,Aplkasi pndukung diet sht
Pengguna Google,5,2022-08-21 08:42:46,Sangat bagus aplikasinya
Pengguna Google,5,2022-08-20 18:30:58,"Keren nih, buat gw yg mau naikin bb😁"
Pengguna Google,5,2022-08-20 16:05:28,Sangat membantu menjaga pola makan 👍
Pengguna Google,5,2022-08-20 13:42:53,Terimakasih banyak sangat membantu saya buat ngitung2 kalori harian saya cukup membantu sekali biat saya...
Pengguna Google,4,2022-08-19 16:06:45,Sangat membantu jumlah kluar masuk kalori harian
Pengguna Google,5,2022-08-18 12:07:42,Best ever aplikasi penurun berat badan
Pengguna Google,5,2022-08-18 12:05:39,"aplikasi nyaa sangat membantuuu, thnksss"
Pengguna Google,5,2022-08-18 11:40:15,Bismillah
Pengguna Google,5,2022-08-17 13:19:20,"Saya beruntung banget bertemu aplikasi ini sejak 2017. Aplikasi ini cukup membantu. Asal rajin dan konsisten, Insya Allah bisa mencapai tujuan berat badan yang di inginkan. Terimakasih untuk pembuat aplikasi ini!"
Pengguna Google,5,2022-08-17 11:43:46,Tengs sama yg bikin aplikasi ini. Anda punya amal jariyah. Pengen salim yg bikin aplikasi ini. Tengs bgt.
Pengguna Google,5,2022-08-17 05:31:20,"Aplikasi bagus, sangat membantu saya untuk menghitung kalori. Jika bisa diperbanyak lagi menu makanannya."
Pengguna Google,5,2022-08-15 13:52:12,Ngebantu banget ♥️
Pengguna Google,5,2022-08-15 10:06:20,Sangat membantu kontrol diet saya
Pengguna Google,5,2022-08-13 21:31:49,"Bermanfaat sekali buat yang lagi diet, daftar makanan cukup lengkap"
Pengguna Google,5,2022-08-13 16:23:46,bantu banget buat saya yang lagi defisit kalori
Pengguna Google,5,2022-08-13 11:47:04,"Aplikasi yang sangat bagus sangat membantu aku turunin berat badan,walau kadang masih suka ngemil,makan pun kita masih bisa makan apa aja yg kita mau walau dibatesin"
Pengguna Google,5,2022-08-13 07:05:27,Membantu ngontrol nafsu mkan sih..krna jmlah kalori yg masuk khitung..
Pengguna Google,5,2022-08-12 05:32:03,sangat membantu untuk defkal..
Pengguna Google,5,2022-08-08 09:31:13,"App nya membatu banget buat ngitung kalori buat yg lg defcal jd terkontrol, bisa sharing sama komunitas sama sama pejuang diet juga"
Pengguna Google,5,2022-08-07 09:55:35,Bismillah bener dietnya
Pengguna Google,5,2022-08-05 05:54:49,Sangat membantu diet sayaa terimakasih
Pengguna Google,5,2022-08-04 22:40:38,Oke
Pengguna Google,5,2022-08-04 19:14:46,bagus
Pengguna Google,5,2022-08-04 11:29:40,Sangat membantu dalam program diet dan membentuk badan sesuai kebutuhan kalori harian tubuh karena masing-masing orang beda kebutuhan kalori nya.. semoga makin banyak viturnya buat Fat Secret
Pengguna Google,5,2022-08-03 03:21:33,App bagus bisa bantu kontrol kalori harian dan sangat lengkap ❤
Pengguna Google,5,2022-08-01 18:51:07,Aplikasinya bagus
Pengguna Google,4,2022-08-01 17:42:17,Masukkannya untuk lebih lahi menambahkan produk makanan dan minuman
Pengguna Google,5,2022-08-01 15:49:29,Sangat membantu saya untuk diet karna bisa mengetahui jumlah kalori
Pengguna Google,5,2022-08-01 15:13:07,Berhasil utk menurunkan bb
Pengguna Google,4,2022-08-01 13:12:05,"Membantu mencari jumlah kalori makanan, walau tidak semua jenis makanan bisa didapat jumlah kalorinya dari aplikasi ini ,tapi sangat membantu"
Pengguna Google,4,2022-08-01 09:42:07,Membantu memantau asupan makan
Pengguna Google,5,2022-08-01 05:08:01,Membantu hitung kalori diet saya
Pengguna Google,5,2022-07-29 22:05:12,Membantu program diet
Pengguna Google,5,2022-07-27 06:44:01,"Terimakasih sangat membantu penghitungan kkal walaupun cuma pakai akun free,saran harga VIP membernya di murahan biar banyak yg pakai VIP,menu makanan ditingkatkan lagi dong"
Pengguna Google,1,2022-07-26 21:12:28,Kenapa sering gak ke update?
Pengguna Google,5,2022-07-24 18:20:54,"Banyak fitur yang berguna, Thanks"
Pengguna Google,4,2022-07-23 05:43:00,App nya sudah bagus. Menu Makanan ditingkatkan lagi donk. Masih banyak makanan yg tidak ada di menu. Keseluruahan sudah sangat membantu. Terima Kasih
Pengguna Google,5,2022-07-22 18:32:22,Good
Pengguna Google,5,2022-07-20 19:08:39,Membantu
Pengguna Google,5,2022-07-19 19:27:19,"Berat badan bukanlah target utama, Melainkan berpola hidup lebih sehat, dg mengetahui jml kalori yg kita konsumsi agar tercipta defisit kalori yg baik, adl yg utama ☺️👍🏾"
Pengguna Google,5,2022-07-19 18:41:33,Bagus banget aplikasinya
Pengguna Google,4,2022-07-19 15:46:58,Bagus untuk ngetrack kalori harian
Pengguna Google,5,2022-07-19 09:23:16,love this app
Pengguna Google,4,2022-07-18 20:44:03,"Sangat membantu sekali ,tapi kenapa kok ngeblank ya ...gak bisa dipencet ,dikembalikan juga gak bisa"
