,userName,score,at,content,text_clean,text_caseFolding,text_slangWords,text_tokenizing,text_stopwords,text_akhir,polarity_score,sentiment
1805,Pengguna Google,5,2021-10-15 19:27:57,Sangat membantu,Sangat membantu,sangat membantu,sangat membantu,"['sangat', 'membantu']",['membantu'],membantu,0,Neutral
1806,Pengguna Google,4,2021-10-15 13:06:39,Nice app,Nice app,nice app,nice app,"['nice', 'app']","['nice', 'app']",nice app,4,Positive
1807,Pengguna Google,5,2021-10-15 09:46:09,Bagus banget buat program diet,Bagus banget buat program diet,bagus banget buat program diet,bagus banget buat program diet,"['bagus', 'banget', 'buat', 'program', 'diet']","['bagus', 'banget', 'program', 'diet']",bagus banget program diet,-4,Negative
1808,Pengguna Google,5,2021-10-14 11:45:08,Mantap,Mantap,mantap,mantap,['mantap'],['mantap'],mantap,5,Positive
1809,Pengguna Google,5,2021-10-14 08:47:03,"Best bgt ni aplikasi, sangat mendukung program kalori defisitqu",Best bgt ni aplikasi sangat mendukung program kalori defisitqu,best bgt ni aplikasi sangat mendukung program kalori defisitqu,best banget ni aplikasi sangat mendukung program kalori defisitqu,"['best', 'banget', 'ni', 'aplikasi', 'sangat', 'mendukung', 'program', 'kalori', 'defisitqu']","['best', 'banget', 'ni', 'aplikasi', 'mendukung', 'program', 'kalori', 'defisitqu']",best banget ni aplikasi mendukung program kalori defisitqu,-3,Negative
1810,Pengguna Google,5,2021-10-13 20:49:25,Sangat bagus dan sangat membantu,Sangat bagus dan sangat membantu,sangat bagus dan sangat membantu,sangat bagus dan sangat membantu,"['sangat', 'bagus', 'dan', 'sangat', 'membantu']","['bagus', 'membantu']",bagus membantu,-2,Negative
1811,Pengguna Google,4,2021-10-13 13:27:19,mantap juga aplikasinya,mantap juga aplikasinya,mantap juga aplikasinya,mantap juga aplikasinya,"['mantap', 'juga', 'aplikasinya']","['mantap', 'aplikasinya']",mantap aplikasinya,5,Positive
1812,Pengguna Google,5,2021-10-13 10:42:30,Penghitug Kalori. F... Video 💙💙💙💙💙,Penghitug Kalori F Video,penghitug kalori f video,penghitug kalori f video,"['penghitug', 'kalori', 'f', 'video']","['penghitug', 'kalori', 'f', 'video']",penghitug kalori f video,0,Neutral
1813,Pengguna Google,5,2021-10-13 08:42:33,Biarkan Bintang Berbicara.. Cuma 1 harus ada scan QR.. supaya gampang untuk cek kalori di kemasan makanan..,Biarkan Bintang Berbicara Cuma  harus ada scan QR supaya gampang untuk cek kalori di kemasan makanan,biarkan bintang berbicara cuma  harus ada scan qr supaya gampang untuk cek kalori di kemasan makanan,biarkan bintang berbicara cuma harus ada scan qr supaya gampang untuk cek kalori di kemasan makanan,"['biarkan', 'bintang', 'berbicara', 'cuma', 'harus', 'ada', 'scan', 'qr', 'supaya', 'gampang', 'untuk', 'cek', 'kalori', 'di', 'kemasan', 'makanan']","['biarkan', 'bintang', 'berbicara', 'scan', 'qr', 'gampang', 'cek', 'kalori', 'kemasan', 'makanan']",biarkan bintang berbicara scan qr gampang cek kalori kemasan makanan,-5,Negative
1814,Pengguna Google,5,2021-10-13 07:51:27,2minggu los 3kg,minggu los kg,minggu los kg,minggu los kg,"['minggu', 'los', 'kg']","['minggu', 'los', 'kg']",minggu los kg,0,Neutral
1815,Pengguna Google,4,2021-10-13 05:09:20,Cukup mudah dibuka dan pengisiannya,Cukup mudah dibuka dan pengisiannya,cukup mudah dibuka dan pengisiannya,cukup mudah dibuka dan pengisiannya,"['cukup', 'mudah', 'dibuka', 'dan', 'pengisiannya']","['mudah', 'dibuka', 'pengisiannya']",mudah dibuka pengisiannya,3,Positive
1816,Pengguna Google,5,2021-10-12 18:30:14,Keren dah pokoknya Alhamdulillah 14hari turun 5kg,Keren dah pokoknya Alhamdulillah hari turun kg,keren dah pokoknya alhamdulillah hari turun kg,keren dah pokoknya alhamdulillah hari turun kg,"['keren', 'dah', 'pokoknya', 'alhamdulillah', 'hari', 'turun', 'kg']","['keren', 'dah', 'pokoknya', 'alhamdulillah', 'turun', 'kg']",keren dah pokoknya alhamdulillah turun kg,-3,Negative
1817,Pengguna Google,5,2021-10-12 12:28:13,Mantap surantap,Mantap surantap,mantap surantap,mantap surantap,"['mantap', 'surantap']","['mantap', 'surantap']",mantap surantap,5,Positive
1818,Pengguna Google,1,2021-10-12 11:34:12,"Pemadaman apaan sih udh berkali2, mana lama",Pemadaman apaan sih udh berkali mana lama,pemadaman apaan sih udh berkali mana lama,pemadaman apaan sih udh berkali mana lama,"['pemadaman', 'apaan', 'sih', 'udh', 'berkali', 'mana', 'lama']","['pemadaman', 'udh', 'berkali']",pemadaman udh berkali,0,Neutral
1819,Pengguna Google,5,2021-10-12 06:09:57,Apk ini bagus banget jgn ragu buat insatl Apk ini membantu bgtt so HAPPY😻,Apk ini bagus banget jgn ragu buat insatl Apk ini membantu bgtt so HAPPY,apk ini bagus banget jgn ragu buat insatl apk ini membantu bgtt so happy,apk ini bagus banget jgn ragu buat insatl apk ini membantu bgtt so happy,"['apk', 'ini', 'bagus', 'banget', 'jgn', 'ragu', 'buat', 'insatl', 'apk', 'ini', 'membantu', 'bgtt', 'so', 'happy']","['apk', 'bagus', 'banget', 'jgn', 'ragu', 'insatl', 'apk', 'membantu', 'bgtt', 'happy']",apk bagus banget jgn ragu insatl apk membantu bgtt happy,1,Positive
1820,Pengguna Google,5,2021-10-12 01:20:00,Aplikasi yg sangat bagus,Aplikasi yg sangat bagus,aplikasi yg sangat bagus,aplikasi yang sangat bagus,"['aplikasi', 'yang', 'sangat', 'bagus']","['aplikasi', 'bagus']",aplikasi bagus,-6,Negative
1821,Pengguna Google,5,2021-10-11 21:36:10,Aplikasi yang sangat membantu,Aplikasi yang sangat membantu,aplikasi yang sangat membantu,aplikasi yang sangat membantu,"['aplikasi', 'yang', 'sangat', 'membantu']","['aplikasi', 'membantu']",aplikasi membantu,-4,Negative
1822,Pengguna Google,5,2021-10-11 19:11:45,Terima kasih banyak saya lebih bs mengatur makan,Terima kasih banyak saya lebih bs mengatur makan,terima kasih banyak saya lebih bs mengatur makan,terima kasih banyak saya lebih bs mengatur makan,"['terima', 'kasih', 'banyak', 'saya', 'lebih', 'bs', 'mengatur', 'makan']","['terima', 'kasih', 'bs', 'mengatur', 'makan']",terima kasih bs mengatur makan,3,Positive
1823,Pengguna Google,5,2021-10-11 17:03:24,Bagus,Bagus,bagus,bagus,['bagus'],['bagus'],bagus,-2,Negative
1824,Pengguna Google,5,2021-10-11 16:18:37,Sahabat setia menghitung makanan yg masuk hari ini,Sahabat setia menghitung makanan yg masuk hari ini,sahabat setia menghitung makanan yg masuk hari ini,sahabat setia menghitung makanan yang masuk hari ini,"['sahabat', 'setia', 'menghitung', 'makanan', 'yang', 'masuk', 'hari', 'ini']","['sahabat', 'setia', 'menghitung', 'makanan', 'masuk']",sahabat setia menghitung makanan masuk,-4,Negative
1825,Pengguna Google,5,2021-10-11 14:16:13,Sangat membantu 👍,Sangat membantu,sangat membantu,sangat membantu,"['sangat', 'membantu']",['membantu'],membantu,0,Neutral
1826,Pengguna Google,5,2021-10-10 19:43:31,Sangat membantu penurunan berat badan,Sangat membantu penurunan berat badan,sangat membantu penurunan berat badan,sangat membantu penurunan berat badan,"['sangat', 'membantu', 'penurunan', 'berat', 'badan']","['membantu', 'penurunan', 'berat', 'badan']",membantu penurunan berat badan,-8,Negative
1827,Pengguna Google,4,2021-10-10 19:40:11,Sudah mengurangi kalori harian tp sisah turun,Sudah mengurangi kalori harian tp sisah turun,sudah mengurangi kalori harian tp sisah turun,sudah mengurangi kalori harian tp sisah turun,"['sudah', 'mengurangi', 'kalori', 'harian', 'tp', 'sisah', 'turun']","['mengurangi', 'kalori', 'harian', 'tp', 'sisah', 'turun']",mengurangi kalori harian tp sisah turun,-2,Negative
1828,Pengguna Google,5,2021-10-10 17:42:10,Terima kasih sudah sangat membantu program saya dan pendampingan teman teman saya,Terima kasih sudah sangat membantu program saya dan pendampingan teman teman saya,terima kasih sudah sangat membantu program saya dan pendampingan teman teman saya,terima kasih sudah sangat membantu program saya dan pendampingan teman teman saya,"['terima', 'kasih', 'sudah', 'sangat', 'membantu', 'program', 'saya', 'dan', 'pendampingan', 'teman', 'teman', 'saya']","['terima', 'kasih', 'membantu', 'program', 'pendampingan', 'teman', 'teman']",terima kasih membantu program pendampingan teman teman,3,Positive
1829,Pengguna Google,5,2021-10-09 09:28:18,"membantu program diet, dgn mengatur pola makan harian... good..",membantu program diet dgn mengatur pola makan harian good,membantu program diet dgn mengatur pola makan harian good,membantu program diet dengan mengatur pola makan harian good,"['membantu', 'program', 'diet', 'dengan', 'mengatur', 'pola', 'makan', 'harian', 'good']","['membantu', 'program', 'diet', 'mengatur', 'pola', 'makan', 'harian', 'good']",membantu program diet mengatur pola makan harian good,5,Positive
1830,Pengguna Google,5,2021-10-08 18:52:40,Berguna untuk mengontrol apa yang kita makan,Berguna untuk mengontrol apa yang kita makan,berguna untuk mengontrol apa yang kita makan,berguna untuk mengontrol apa yang kita makan,"['berguna', 'untuk', 'mengontrol', 'apa', 'yang', 'kita', 'makan']","['berguna', 'mengontrol', 'makan']",berguna mengontrol makan,5,Positive
1831,Pengguna Google,5,2021-10-08 18:41:35,Sangat membantu,Sangat membantu,sangat membantu,sangat membantu,"['sangat', 'membantu']",['membantu'],membantu,0,Neutral
1832,Pengguna Google,4,2021-10-08 09:38:38,Bagus cuma masih belum lengkap semua input kalori makanan,Bagus cuma masih belum lengkap semua input kalori makanan,bagus cuma masih belum lengkap semua input kalori makanan,bagus cuma masih belum lengkap semua input kalori makanan,"['bagus', 'cuma', 'masih', 'belum', 'lengkap', 'semua', 'input', 'kalori', 'makanan']","['bagus', 'lengkap', 'input', 'kalori', 'makanan']",bagus lengkap input kalori makanan,0,Neutral
1833,Pengguna Google,5,2021-10-08 09:34:51,Bismillah,Bismillah,bismillah,bismillah,['bismillah'],['bismillah'],bismillah,4,Positive
1834,Pengguna Google,5,2021-10-08 07:25:24,"Sangat bagus aplikasi nya,, pola makan saya jadi terkontrol. Tapi ada beberapa menu makanan yang tidak ada.",Sangat bagus aplikasi nya pola makan saya jadi terkontrol Tapi ada beberapa menu makanan yang tidak ada,sangat bagus aplikasi nya pola makan saya jadi terkontrol tapi ada beberapa menu makanan yang tidak ada,sangat bagus aplikasi nya pola makan saya jadi terkontrol tapi ada beberapa menu makanan yang tidak ada,"['sangat', 'bagus', 'aplikasi', 'nya', 'pola', 'makan', 'saya', 'jadi', 'terkontrol', 'tapi', 'ada', 'beberapa', 'menu', 'makanan', 'yang', 'tidak', 'ada']","['bagus', 'aplikasi', 'pola', 'makan', 'terkontrol', 'menu', 'makanan']",bagus aplikasi pola makan terkontrol menu makanan,0,Neutral
1835,Pengguna Google,5,2021-10-07 13:31:36,Bagus banget,Bagus banget,bagus banget,bagus banget,"['bagus', 'banget']","['bagus', 'banget']",bagus banget,-1,Negative
1836,Pengguna Google,5,2021-10-07 07:52:00,"Nice, insyallah bisa tertarget dengan aplikasi ini",Nice insyallah bisa tertarget dengan aplikasi ini,nice insyallah bisa tertarget dengan aplikasi ini,nice insyallah bisa tertarget dengan aplikasi ini,"['nice', 'insyallah', 'bisa', 'tertarget', 'dengan', 'aplikasi', 'ini']","['nice', 'insyallah', 'tertarget', 'aplikasi']",nice insyallah tertarget aplikasi,0,Neutral
1837,Pengguna Google,5,2021-10-06 22:03:42,Sippp,Sippp,sippp,sippp,['sippp'],['sippp'],sippp,0,Neutral
1838,Pengguna Google,5,2021-10-06 17:46:47,Mantul banget pokoknya membantu sekali,Mantul banget pokoknya membantu sekali,mantul banget pokoknya membantu sekali,mantul banget pokoknya membantu sekali,"['mantul', 'banget', 'pokoknya', 'membantu', 'sekali']","['mantul', 'banget', 'pokoknya', 'membantu']",mantul banget pokoknya membantu,-2,Negative
1839,Pengguna Google,5,2021-10-06 13:42:10,Amat sangat membantu mengontrol kalori harian yg dikonsumsi untuk diet,Amat sangat membantu mengontrol kalori harian yg dikonsumsi untuk diet,amat sangat membantu mengontrol kalori harian yg dikonsumsi untuk diet,amat sangat membantu mengontrol kalori harian yang dikonsumsi untuk diet,"['amat', 'sangat', 'membantu', 'mengontrol', 'kalori', 'harian', 'yang', 'dikonsumsi', 'untuk', 'diet']","['membantu', 'mengontrol', 'kalori', 'harian', 'dikonsumsi', 'diet']",membantu mengontrol kalori harian dikonsumsi diet,-3,Negative
1840,Pengguna Google,5,2021-10-06 11:42:31,Bagus sih,Bagus sih,bagus sih,bagus sih,"['bagus', 'sih']",['bagus'],bagus,-2,Negative
1841,Pengguna Google,5,2021-10-06 11:26:05,Sangat membantu untuk program diet,Sangat membantu untuk program diet,sangat membantu untuk program diet,sangat membantu untuk program diet,"['sangat', 'membantu', 'untuk', 'program', 'diet']","['membantu', 'program', 'diet']",membantu program diet,-3,Negative
1842,Pengguna Google,5,2021-10-06 07:32:48,Sangat membantu sekali dlm menentukan kalori makanan,Sangat membantu sekali dlm menentukan kalori makanan,sangat membantu sekali dlm menentukan kalori makanan,sangat membantu sekali dlm menentukan kalori makanan,"['sangat', 'membantu', 'sekali', 'dlm', 'menentukan', 'kalori', 'makanan']","['membantu', 'dlm', 'menentukan', 'kalori', 'makanan']",membantu dlm menentukan kalori makanan,3,Positive
1843,Pengguna Google,5,2021-10-06 07:08:37,"Membantu banget buat kita yg ingin mempertahankan, menaikkan dan menurunkan berat badan.",Membantu banget buat kita yg ingin mempertahankan menaikkan dan menurunkan berat badan,membantu banget buat kita yg ingin mempertahankan menaikkan dan menurunkan berat badan,membantu banget buat kita yang ingin mempertahankan menaikkan dan menurunkan berat badan,"['membantu', 'banget', 'buat', 'kita', 'yang', 'ingin', 'mempertahankan', 'menaikkan', 'dan', 'menurunkan', 'berat', 'badan']","['membantu', 'banget', 'mempertahankan', 'menaikkan', 'menurunkan', 'berat', 'badan']",membantu banget mempertahankan menaikkan menurunkan berat badan,-7,Negative
1844,Pengguna Google,5,2021-10-06 05:47:12,Sangat membantu,Sangat membantu,sangat membantu,sangat membantu,"['sangat', 'membantu']",['membantu'],membantu,0,Neutral
1845,Pengguna Google,5,2021-10-06 04:44:07,Tolong fatsecret tambahain lagi merek makanan yang terbaru beserta data yang lebih baik akurat,Tolong fatsecret tambahain lagi merek makanan yang terbaru beserta data yang lebih baik akurat,tolong fatsecret tambahain lagi merek makanan yang terbaru beserta data yang lebih baik akurat,tolong fatsecret tambahain lagi merek makanan yang terbaru beserta data yang lebih baik akurat,"['tolong', 'fatsecret', 'tambahain', 'lagi', 'merek', 'makanan', 'yang', 'terbaru', 'beserta', 'data', 'yang', 'lebih', 'baik', 'akurat']","['tolong', 'fatsecret', 'tambahain', 'merek', 'makanan', 'terbaru', 'beserta', 'data', 'akurat']",tolong fatsecret tambahain merek makanan terbaru beserta data akurat,5,Positive
1846,Pengguna Google,5,2021-10-05 18:54:02,"Tambahin fitur ukuran tubuh dong, kan kadang berat badan tidak berkurang tapi ukuran tubuh bisa berkurang",Tambahin fitur ukuran tubuh dong kan kadang berat badan tidak berkurang tapi ukuran tubuh bisa berkurang,tambahin fitur ukuran tubuh dong kan kadang berat badan tidak berkurang tapi ukuran tubuh bisa berkurang,tambahin fitur ukuran tubuh dong kan kadang berat badan tidak berkurang tapi ukuran tubuh bisa berkurang,"['tambahin', 'fitur', 'ukuran', 'tubuh', 'dong', 'kan', 'kadang', 'berat', 'badan', 'tidak', 'berkurang', 'tapi', 'ukuran', 'tubuh', 'bisa', 'berkurang']","['tambahin', 'fitur', 'ukuran', 'tubuh', 'kadang', 'berat', 'badan', 'berkurang', 'ukuran', 'tubuh', 'berkurang']",tambahin fitur ukuran tubuh kadang berat badan berkurang ukuran tubuh berkurang,-14,Negative
1847,Pengguna Google,5,2021-10-05 11:49:55,"Luar biasa, keren banget...",Luar biasa keren banget,luar biasa keren banget,luar biasa keren banget,"['luar', 'biasa', 'keren', 'banget']","['keren', 'banget']",keren banget,1,Positive
1848,Pengguna Google,5,2021-10-05 07:06:26,Mantuuull pokonyaaa,Mantuuull pokonyaaa,mantuuull pokonyaaa,mantuuull pokonyaaa,"['mantuuull', 'pokonyaaa']","['mantuuull', 'pokonyaaa']",mantuuull pokonyaaa,0,Neutral
1849,Pengguna Google,5,2021-10-05 06:43:08,Recomended buat yg mau ngatur kalori,Recomended buat yg mau ngatur kalori,recomended buat yg mau ngatur kalori,recomended buat yang mau ngatur kalori,"['recomended', 'buat', 'yang', 'mau', 'ngatur', 'kalori']","['recomended', 'ngatur', 'kalori']",recomended ngatur kalori,0,Neutral
1850,Pengguna Google,5,2021-10-05 06:36:25,Membantu banget sih best,Membantu banget sih best,membantu banget sih best,membantu banget sih best,"['membantu', 'banget', 'sih', 'best']","['membantu', 'banget', 'best']",membantu banget best,1,Positive
1851,Pengguna Google,4,2021-10-04 14:21:49,Sangat bagus dan keliatan hasilnya,Sangat bagus dan keliatan hasilnya,sangat bagus dan keliatan hasilnya,sangat bagus dan keliatan hasilnya,"['sangat', 'bagus', 'dan', 'keliatan', 'hasilnya']","['bagus', 'keliatan', 'hasilnya']",bagus keliatan hasilnya,-1,Negative
1852,Pengguna Google,5,2021-10-04 13:51:57,Sangat membantu banget program diet,Sangat membantu banget program diet,sangat membantu banget program diet,sangat membantu banget program diet,"['sangat', 'membantu', 'banget', 'program', 'diet']","['membantu', 'banget', 'program', 'diet']",membantu banget program diet,-2,Negative
1853,Pengguna Google,5,2021-10-04 10:28:56,Bermanfaat untuk cek kalori harian,Bermanfaat untuk cek kalori harian,bermanfaat untuk cek kalori harian,bermanfaat untuk cek kalori harian,"['bermanfaat', 'untuk', 'cek', 'kalori', 'harian']","['bermanfaat', 'cek', 'kalori', 'harian']",bermanfaat cek kalori harian,1,Positive
1854,Pengguna Google,5,2021-10-04 09:53:32,Aplikasi ini sangat lah membantu untuk kaum² yang sedang diet terimakasih Fastsecret ✊,Aplikasi ini sangat lah membantu untuk kaum² yang sedang diet terimakasih Fastsecret,aplikasi ini sangat lah membantu untuk kaum² yang sedang diet terimakasih fastsecret,aplikasi ini sangat lah membantu untuk kaum² yang sedang diet terimakasih fastsecret,"['aplikasi', 'ini', 'sangat', 'lah', 'membantu', 'untuk', 'kaum²', 'yang', 'sedang', 'diet', 'terimakasih', 'fastsecret']","['aplikasi', 'membantu', 'kaum²', 'diet', 'terimakasih', 'fastsecret']",aplikasi membantu kaum² diet terimakasih fastsecret,-2,Negative
1855,Pengguna Google,5,2021-10-04 08:29:52,Cukup membantu,Cukup membantu,cukup membantu,cukup membantu,"['cukup', 'membantu']",['membantu'],membantu,0,Neutral
1856,Pengguna Google,5,2021-10-04 07:01:57,Jos,Jos,jos,jos,['jos'],['jos'],jos,0,Neutral
1857,Pengguna Google,5,2021-10-04 06:33:45,Sangat bagus dan bermanfaat aplikasi ini untuk program diet. Sedikit saran mungkin bisa ditambah lagi daftar makanan dan jenis kegiatan biar tambah keren. Terima kasih fatsecret,Sangat bagus dan bermanfaat aplikasi ini untuk program diet Sedikit saran mungkin bisa ditambah lagi daftar makanan dan jenis kegiatan biar tambah keren Terima kasih fatsecret,sangat bagus dan bermanfaat aplikasi ini untuk program diet sedikit saran mungkin bisa ditambah lagi daftar makanan dan jenis kegiatan biar tambah keren terima kasih fatsecret,sangat bagus dan bermanfaat aplikasi ini untuk program diet sedikit saran mungkin bisa ditambah lagi daftar makanan dan jenis kegiatan biar tambah keren terima kasih fatsecret,"['sangat', 'bagus', 'dan', 'bermanfaat', 'aplikasi', 'ini', 'untuk', 'program', 'diet', 'sedikit', 'saran', 'mungkin', 'bisa', 'ditambah', 'lagi', 'daftar', 'makanan', 'dan', 'jenis', 'kegiatan', 'biar', 'tambah', 'keren', 'terima', 'kasih', 'fatsecret']","['bagus', 'bermanfaat', 'aplikasi', 'program', 'diet', 'saran', 'ditambah', 'daftar', 'makanan', 'jenis', 'kegiatan', 'biar', 'keren', 'terima', 'kasih', 'fatsecret']",bagus bermanfaat aplikasi program diet saran ditambah daftar makanan jenis kegiatan biar keren terima kasih fatsecret,0,Neutral
1858,Pengguna Google,5,2021-10-04 01:15:24,Lambat biasanya bagus,Lambat biasanya bagus,lambat biasanya bagus,lambat biasanya bagus,"['lambat', 'biasanya', 'bagus']","['lambat', 'bagus']",lambat bagus,-1,Negative
1859,Pengguna Google,5,2021-10-03 16:42:31,Mantap,Mantap,mantap,mantap,['mantap'],['mantap'],mantap,5,Positive
1860,Pengguna Google,5,2021-10-03 14:55:38,"apk yang sangat berperan membantu saya mengembalikan berat badan ke semuala, josss pkoknya...",apk yang sangat berperan membantu saya mengembalikan berat badan ke semuala josss pkoknya,apk yang sangat berperan membantu saya mengembalikan berat badan ke semuala josss pkoknya,apk yang sangat berperan membantu saya mengembalikan berat badan ke semuala josss pkoknya,"['apk', 'yang', 'sangat', 'berperan', 'membantu', 'saya', 'mengembalikan', 'berat', 'badan', 'ke', 'semuala', 'josss', 'pkoknya']","['apk', 'berperan', 'membantu', 'mengembalikan', 'berat', 'badan', 'semuala', 'josss', 'pkoknya']",apk berperan membantu mengembalikan berat badan semuala josss pkoknya,-3,Negative
1861,Pengguna Google,5,2021-10-03 13:08:15,Nice,Nice,nice,nice,['nice'],['nice'],nice,4,Positive
1862,Pengguna Google,5,2021-10-03 09:29:03,"Sudah beberapa hari ada beberapa menu di aplikasi yang tidak bisa/susah untuk dibuka seperti laporan sama kalender diet, kenapa ya kira2? Semoga segera normal lagi supaya nyaman makainya",Sudah beberapa hari ada beberapa menu di aplikasi yang tidak bisasusah untuk dibuka seperti laporan sama kalender diet kenapa ya kira Semoga segera normal lagi supaya nyaman makainya,sudah beberapa hari ada beberapa menu di aplikasi yang tidak bisasusah untuk dibuka seperti laporan sama kalender diet kenapa ya kira semoga segera normal lagi supaya nyaman makainya,sudah beberapa hari ada beberapa menu di aplikasi yang tidak bisasusah untuk dibuka seperti laporan sama kalender diet kenapa ya kira semoga segera normal lagi supaya nyaman makainya,"['sudah', 'beberapa', 'hari', 'ada', 'beberapa', 'menu', 'di', 'aplikasi', 'yang', 'tidak', 'bisasusah', 'untuk', 'dibuka', 'seperti', 'laporan', 'sama', 'kalender', 'diet', 'kenapa', 'ya', 'kira', 'semoga', 'segera', 'normal', 'lagi', 'supaya', 'nyaman', 'makainya']","['menu', 'aplikasi', 'bisasusah', 'dibuka', 'laporan', 'kalender', 'diet', 'semoga', 'normal', 'nyaman', 'makainya']",menu aplikasi bisasusah dibuka laporan kalender diet semoga normal nyaman makainya,-7,Negative
1863,Pengguna Google,5,2021-10-03 09:09:29,Sangat membantu sy setidaknya dalam mengontrol makanan yang akan masuk ke tubuh sy. Tq,Sangat membantu sy setidaknya dalam mengontrol makanan yang akan masuk ke tubuh sy Tq,sangat membantu sy setidaknya dalam mengontrol makanan yang akan masuk ke tubuh sy tq,sangat membantu sy setidaknya dalam mengontrol makanan yang akan masuk ke tubuh sy tq,"['sangat', 'membantu', 'sy', 'setidaknya', 'dalam', 'mengontrol', 'makanan', 'yang', 'akan', 'masuk', 'ke', 'tubuh', 'sy', 'tq']","['membantu', 'sy', 'mengontrol', 'makanan', 'masuk', 'tubuh', 'sy', 'tq']",membantu sy mengontrol makanan masuk tubuh sy tq,0,Neutral
1864,Pengguna Google,5,2021-10-02 21:59:43,Berguna banget buat membantu kalori defisit menuju hidup yg lebih sehat 😍😍 terima kasih banyak,Berguna banget buat membantu kalori defisit menuju hidup yg lebih sehat  terima kasih banyak,berguna banget buat membantu kalori defisit menuju hidup yg lebih sehat  terima kasih banyak,berguna banget buat membantu kalori defisit menuju hidup yang lebih sehat terima kasih banyak,"['berguna', 'banget', 'buat', 'membantu', 'kalori', 'defisit', 'menuju', 'hidup', 'yang', 'lebih', 'sehat', 'terima', 'kasih', 'banyak']","['berguna', 'banget', 'membantu', 'kalori', 'defisit', 'hidup', 'sehat', 'terima', 'kasih']",berguna banget membantu kalori defisit hidup sehat terima kasih,7,Positive
1865,Pengguna Google,4,2021-10-02 19:01:12,"Aplikasi ini cukup bagus buat membantu menghitung defisit kalori. Namun, ada beberapa menu makanan yang tidak ada dalam pencarian sehingga sulit untuk menentukan kalorinya. Semoga ada perbaruan agar lebih memuaskan, dan jangan lupa untuk terus meningkatkan kualitasnya. Terimakasih dan semangat buat kalian semua.",Aplikasi ini cukup bagus buat membantu menghitung defisit kalori Namun ada beberapa menu makanan yang tidak ada dalam pencarian sehingga sulit untuk menentukan kalorinya Semoga ada perbaruan agar lebih memuaskan dan jangan lupa untuk terus meningkatkan kualitasnya Terimakasih dan semangat buat kalian semua,aplikasi ini cukup bagus buat membantu menghitung defisit kalori namun ada beberapa menu makanan yang tidak ada dalam pencarian sehingga sulit untuk menentukan kalorinya semoga ada perbaruan agar lebih memuaskan dan jangan lupa untuk terus meningkatkan kualitasnya terimakasih dan semangat buat kalian semua,aplikasi ini cukup bagus buat membantu menghitung defisit kalori namun ada beberapa menu makanan yang tidak ada dalam pencarian sehingga sulit untuk menentukan kalorinya semoga ada perbaruan agar lebih memuaskan dan jangan lupa untuk terus meningkatkan kualitasnya terimakasih dan semangat buat kalian semua,"['aplikasi', 'ini', 'cukup', 'bagus', 'buat', 'membantu', 'menghitung', 'defisit', 'kalori', 'namun', 'ada', 'beberapa', 'menu', 'makanan', 'yang', 'tidak', 'ada', 'dalam', 'pencarian', 'sehingga', 'sulit', 'untuk', 'menentukan', 'kalorinya', 'semoga', 'ada', 'perbaruan', 'agar', 'lebih', 'memuaskan', 'dan', 'jangan', 'lupa', 'untuk', 'terus', 'meningkatkan', 'kualitasnya', 'terimakasih', 'dan', 'semangat', 'buat', 'kalian', 'semua']","['aplikasi', 'bagus', 'membantu', 'menghitung', 'defisit', 'kalori', 'menu', 'makanan', 'pencarian', 'sulit', 'menentukan', 'kalorinya', 'semoga', 'perbaruan', 'memuaskan', 'lupa', 'meningkatkan', 'kualitasnya', 'terimakasih', 'semangat']",aplikasi bagus membantu menghitung defisit kalori menu makanan pencarian sulit menentukan kalorinya semoga perbaruan memuaskan lupa meningkatkan kualitasnya terimakasih semangat,0,Neutral
1866,Pengguna Google,5,2021-10-02 05:03:00,Bagus,Bagus,bagus,bagus,['bagus'],['bagus'],bagus,-2,Negative
1867,Pengguna Google,5,2021-10-01 22:18:42,Aplikasi ini sangat membantu,Aplikasi ini sangat membantu,aplikasi ini sangat membantu,aplikasi ini sangat membantu,"['aplikasi', 'ini', 'sangat', 'membantu']","['aplikasi', 'membantu']",aplikasi membantu,-4,Negative
1868,Pengguna Google,3,2021-10-01 12:20:36,Apa yg dicari banyak tidak ada.,Apa yg dicari banyak tidak ada,apa yg dicari banyak tidak ada,apa yang dicari banyak tidak ada,"['apa', 'yang', 'dicari', 'banyak', 'tidak', 'ada']",['dicari'],dicari,0,Neutral
1869,Pengguna Google,5,2021-10-01 11:47:25,bantu bngt aplikadinya ❤️,bantu bngt aplikadinya,bantu bngt aplikadinya,bantu bngt aplikadinya,"['bantu', 'bngt', 'aplikadinya']","['bantu', 'bngt', 'aplikadinya']",bantu bngt aplikadinya,-1,Negative
1870,Pengguna Google,5,2021-10-01 07:36:35,Sangat membantu..terima Kasih,Sangat membantuterima Kasih,sangat membantuterima kasih,sangat membantuterima kasih,"['sangat', 'membantuterima', 'kasih']","['membantuterima', 'kasih']",membantuterima kasih,1,Positive
1871,Pengguna Google,4,2021-09-30 21:48:55,Good...,Good,good,good,['good'],['good'],good,5,Positive
1872,Pengguna Google,4,2021-09-30 16:59:53,Kapan siaran langsung lagi?,Kapan siaran langsung lagi,kapan siaran langsung lagi,kapan siaran langsung lagi,"['kapan', 'siaran', 'langsung', 'lagi']","['siaran', 'langsung']",siaran langsung,0,Neutral
